Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"FIS","FIDELITY NATIONAL INFORMATION SERV","Equity","0.15","107.12","2,241,072.00","240,063,632.64","240,063,632.64","Information Technology","2769796","US31620M1062","New York Stock Exchange Inc."
"ADSK","AUTODESK INC","Equity","0.15","159.83","1,492,623.00","238,565,934.09","238,565,934.09","Information Technology","2065159","US0527691069","NASDAQ"
"ROST","ROSS STORES INC","Equity","0.15","93.53","2,538,904.00","237,463,691.12","237,463,691.12","Consumer Discretionary","2746711","US7782961038","NASDAQ"
"ETN","EATON PLC","Equity","0.15","79.69","2,964,528.00","236,243,236.32","236,243,236.32","Industrials","B8KQN82","IE00B8KQN827","New York Stock Exchange Inc."
"EL","ESTEE LAUDER INC CLASS A","Equity","0.15","156.53","1,498,942.00","234,629,391.26","234,629,391.26","Consumer Staples","2320524","US5184391044","New York Stock Exchange Inc."
"TRV","TRAVELERS COMPANIES INC","Equity","0.15","129.82","1,801,342.00","233,850,218.44","233,850,218.44","Financials","2769503","US89417E1091","New York Stock Exchange Inc."
"EQIX","EQUINIX REIT INC","Equity","0.15","425.86","547,901.00","233,329,119.86","233,329,119.86","Real Estate","BVLZX12","US29444U7000","NASDAQ"
"F","F MOTOR","Equity","0.15","8.71","26,690,256.00","232,472,129.76","232,472,129.76","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"FISV","FISERV INC","Equity","0.14","84.75","2,715,950.00","230,176,762.50","230,176,762.50","Information Technology","2342034","US3377381088","NASDAQ"
"EBAY","EBAY INC","Equity","0.14","36.98","6,169,102.00","228,133,391.96","228,133,391.96","Consumer Discretionary","2293819","US2786421030","NASDAQ"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.14","35.59","6,326,968.00","225,176,791.12","225,176,791.12","Industrials","BY7QL61","IE00BY7QL619","New York Stock Exchange Inc."
"WMB","WILLIAMS INC","Equity","0.14","27.06","8,250,841.00","223,267,757.46","223,267,757.46","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"ROP","ROPER TECHNOLOGIES INC","Equity","0.14","314.80","706,888.00","222,528,342.40","222,528,342.40","Industrials","2749602","US7766961061","New York Stock Exchange Inc."
"ALL","ALLSTATE CORP","Equity","0.14","94.63","2,344,140.00","221,825,968.20","221,825,968.20","Financials","2019952","US0200021014","New York Stock Exchange Inc."
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.14","418.62","529,134.00","221,506,075.08","221,506,075.08","Health Care","2730190","US75886F1075","NASDAQ"
"RHT","RED HAT INC","Equity","0.14","182.90","1,208,889.00","221,105,798.10","221,105,798.10","Information Technology","2447218","US7565771026","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.14","67.24","3,266,161.00","219,616,665.64","219,616,665.64","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"SRE","SEMPRA ENERGY","Equity","0.14","117.67","1,865,333.00","219,493,734.11","219,493,734.11","Utilities","2138158","US8168511090","New York Stock Exchange Inc."
"ATVI","ACTIVISION BLIZZARD INC","Equity","0.14","41.90","5,200,593.00","217,904,846.70","217,904,846.70","Communication","2575818","US00507V1098","NASDAQ"
"DAL","DELTA AIR LINES INC","Equity","0.14","51.48","4,232,813.00","217,905,213.24","217,905,213.24","Industrials","B1W9D46","US2473617023","New York Stock Exchange Inc."
"DG","DOLLAR GENERAL CORP","Equity","0.13","118.46","1,781,883.00","211,081,860.18","211,081,860.18","Consumer Discretionary","B5B1S13","US2566771059","New York Stock Exchange Inc."
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.13","380.50","545,005.00","207,374,402.50","207,374,402.50","Consumer Discretionary","B65LWX6","US67103H1077","NASDAQ"
"XLNX","XILINX INC","Equity","0.13","119.26","1,724,704.00","205,688,199.04","205,688,199.04","Information Technology","2985677","US9839191015","NASDAQ"
"PSA","PUBLIC STORAGE REIT","Equity","0.13","200.48","1,022,120.00","204,914,617.60","204,914,617.60","Real Estate","2852533","US74460D1090","New York Stock Exchange Inc."
"KHC","KRAFT HEINZ","Equity","0.13","48.18","4,242,830.00","204,419,549.40","204,419,549.40","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"STI","SUNTRUST BANKS INC","Equity","0.13","66.66","3,062,453.00","204,143,116.98","204,143,116.98","Financials","2860990","US8679141031","New York Stock Exchange Inc."
"YUM","YUM BRANDS INC","Equity","0.13","94.88","2,128,827.00","201,983,105.76","201,983,105.76","Consumer Discretionary","2098876","US9884981013","New York Stock Exchange Inc."
"EA","ELECTRONIC ARTS INC","Equity","0.12","96.86","2,047,974.00","198,366,761.64","198,366,761.64","Communication","2310194","US2855121099","NASDAQ"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.12","56.91","3,451,686.00","196,435,450.26","196,435,450.26","Utilities","2707677","US7445731067","New York Stock Exchange Inc."
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.12","127.55","1,528,035.00","194,900,864.25","194,900,864.25","Health Care","2036070","US0153511094","NASDAQ"
"MCO","MOODYS CORP","Equity","0.12","170.60","1,136,112.00","193,820,707.20","193,820,707.20","Financials","2252058","US6153691059","New York Stock Exchange Inc."
"TEL","TE CONNECTIVITY LTD","Equity","0.12","82.46","2,335,535.00","192,588,216.10","192,588,216.10","Information Technology","B62B7C3","CH0102993182","New York Stock Exchange Inc."
"XEL","XCEL ENERGY INC","Equity","0.12","54.78","3,503,346.00","191,913,293.88","191,913,293.88","Utilities","2614807","US98389B1008","NASDAQ"
"APH","AMPHENOL CORP CLASS A","Equity","0.12","93.33","2,053,717.00","191,673,407.61","191,673,407.61","Information Technology","2145084","US0320951017","New York Stock Exchange Inc."
"GIS","GENERAL MILLS INC","Equity","0.12","46.95","4,068,996.00","191,039,362.20","191,039,362.20","Consumer Staples","2367026","US3703341046","New York Stock Exchange Inc."
"OKE","ONEOK INC","Equity","0.12","67.80","2,812,282.00","190,672,719.60","190,672,719.60","Energy","2130109","US6826801036","New York Stock Exchange Inc."
"VFC","VF CORP","Equity","0.12","85.80","2,221,754.00","190,626,493.20","190,626,493.20","Consumer Discretionary","2928683","US9182041080","New York Stock Exchange Inc."
"WELL","WELLTOWER INC","Equity","0.12","74.44","2,560,332.00","190,591,114.08","190,591,114.08","Real Estate","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.12","88.50","2,141,847.00","189,553,459.50","189,553,459.50","Materials","B3SPXZ3","NL0009434992","New York Stock Exchange Inc."
"GLW","CORNING INC","Equity","0.12","34.50","5,454,980.00","188,196,810.00","188,196,810.00","Information Technology","2224701","US2193501051","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.12","178.82","1,052,115.00","188,139,204.30","188,139,204.30","Information Technology","2502247","US5128071082","NASDAQ"
"LUV","SOUTHWEST AIRLINES","Equity","0.12","54.31","3,449,478.00","187,341,150.18","187,341,150.18","Industrials","2831543","US8447411088","New York Stock Exchange Inc."
"HAL","HALLIBURTON","Equity","0.12","31.38","5,959,424.00","187,006,725.12","187,006,725.12","Energy","2405302","US4062161017","New York Stock Exchange Inc."
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.12","165.65","1,128,689.00","186,967,332.85","186,967,332.85","Consumer Staples","2170473","US21036P1084","New York Stock Exchange Inc."
"STT","STATE STREET CORP","Equity","0.12","72.18","2,589,786.00","186,930,753.48","186,930,753.48","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"EQR","EQUITY RESIDENTIAL REIT","Equity","0.12","73.86","2,517,861.00","185,969,213.46","185,969,213.46","Real Estate","2319157","US29476L1070","New York Stock Exchange Inc."
"AVB","AVALONBAY COMMUNITIES REIT INC","Equity","0.12","195.91","943,839.00","184,907,498.49","184,907,498.49","Real Estate","2131179","US0534841012","New York Stock Exchange Inc."
"PPG","PPG INDUSTRIES INC","Equity","0.11","110.13","1,635,141.00","180,078,078.33","180,078,078.33","Materials","2698470","US6935061076","New York Stock Exchange Inc."
"IR","INGERSOLL RAND PLC","Equity","0.11","105.55","1,682,045.00","177,539,849.75","177,539,849.75","Industrials","B633030","IE00B6330302","New York Stock Exchange Inc."
"CNC","CENTENE CORP","Equity","0.11","63.51","2,784,216.00","176,825,558.16","176,825,558.16","Health Care","2807061","US15135B1017","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.11","131.95","1,330,950.00","175,618,852.50","175,618,852.50","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"ZBH","ZIMMER BIOMET HOLDINGS INC","Equity","0.11","123.48","1,397,026.00","172,504,770.48","172,504,770.48","Health Care","2783815","US98956P1021","New York Stock Exchange Inc."
"ED","CONSOLIDATED EDISON INC","Equity","0.11","80.00","2,124,768.00","169,981,440.00","169,981,440.00","Utilities","2216850","US2091151041","New York Stock Exchange Inc."
"A","AGILENT TECHNOLOGIES INC","Equity","0.11","77.89","2,175,029.00","169,413,008.81","169,413,008.81","Health Care","2520153","US00846U1016","New York Stock Exchange Inc."
"HLT","HILTON WORLDWIDE HOLDINGS INC","Equity","0.11","83.25","2,031,724.00","169,141,023.00","169,141,023.00","Consumer Discretionary","BYVMW06","US43300A2033","New York Stock Exchange Inc."
"FOX","TWENTY-FIRST CENTURY FOX INC CLASS","Equity","0.11","50.43","3,328,287.00","167,845,513.41","167,845,513.41","Communication","BBM4S80","US90130A2006","NASDAQ"
"MTB","M&T BANK CORP","Equity","0.10","173.08","956,634.00","165,574,212.72","165,574,212.72","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"PAYX","PAYCHEX INC","Equity","0.10","75.35","2,184,801.00","164,624,755.35","164,624,755.35","Information Technology","2674458","US7043261079","NASDAQ"
"PCAR","PACCAR INC","Equity","0.10","69.17","2,376,087.00","164,353,937.79","164,353,937.79","Industrials","2665861","US6937181088","NASDAQ"
"DLR","DIGITAL REALTY TRUST REIT INC","Equity","0.10","116.37","1,406,110.00","163,629,020.70","163,629,020.70","Real Estate","B03GQS4","US2538681030","New York Stock Exchange Inc."
"DFS","DISCOVER FINANCIAL SERVICES","Equity","0.10","71.21","2,289,193.00","163,013,433.53","163,013,433.53","Financials","B1YLC43","US2547091080","New York Stock Exchange Inc."
"WEC","WEC ENERGY GROUP INC","Equity","0.10","75.72","2,152,815.00","163,011,151.80","163,011,151.80","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc."
"ADM","ARCHER DANIELS MIDLAND","Equity","0.10","42.57","3,823,004.00","162,745,280.28","162,745,280.28","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"FTV","FORTIVE CORP","Equity","0.10","80.61","1,996,016.00","160,898,849.76","160,898,849.76","Industrials","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.10","58.88","2,713,441.00","159,767,406.08","159,767,406.08","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"DLTR","DOLLAR TREE INC","Equity","0.10","98.12","1,618,463.00","158,803,589.56","158,803,589.56","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"PH","PARKER-HANNIFIN CORP","Equity","0.10","174.94","907,409.00","158,742,130.46","158,742,130.46","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"PXD","PIONEER NATURAL RESOURCE","Equity","0.10","136.15","1,164,036.00","158,483,501.40","158,483,501.40","Energy","2690830","US7237871071","New York Stock Exchange Inc."
"CCL","CARNIVAL CORP","Equity","0.10","58.27","2,718,963.00","158,433,974.01","158,433,974.01","Consumer Discretionary","2523044","PA1436583006","New York Stock Exchange Inc."
"TROW","T ROWE PRICE GROUP INC","Equity","0.10","97.10","1,627,111.00","157,992,478.10","157,992,478.10","Financials","2702337","US74144T1088","NASDAQ"
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.10","16.23","9,699,257.00","157,418,941.11","157,418,941.11","Information Technology","BYVYWS0","US42824C1099","New York Stock Exchange Inc."
"AZO","AUTOZONE INC","Equity","0.10","906.33","171,910.00","155,807,190.30","155,807,190.30","Consumer Discretionary","2065955","US0533321024","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.10","28.58","5,439,077.00","155,448,820.66","155,448,820.66","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"VTR","VENTAS REIT INC","Equity","0.10","63.98","2,429,522.00","155,440,817.56","155,440,817.56","Real Estate","2927925","US92276F1003","New York Stock Exchange Inc."
"CMI","CUMMINS INC","Equity","0.10","154.07","1,001,819.00","154,350,253.33","154,350,253.33","Industrials","2240202","US2310211063","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.10","31.42","4,908,465.00","154,223,970.30","154,223,970.30","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.10","138.39","1,110,641.00","153,701,607.99","153,701,607.99","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"IQV","IQVIA HOLDINGS INC","Equity","0.10","142.02","1,079,785.00","153,351,065.70","153,351,065.70","Health Care","BDR73G1","US46266C1053","New York Stock Exchange Inc."
"DTE","DTE ENERGY","Equity","0.10","122.74","1,247,590.00","153,129,196.60","153,129,196.60","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.10","70.53","2,160,039.00","152,347,550.67","152,347,550.67","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.10","170.39","890,932.00","151,805,903.48","151,805,903.48","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"TWTR","TWITTER INC","Equity","0.10","30.76","4,928,936.00","151,614,071.36","151,614,071.36","Communication","BFLR866","US90184L1026","New York Stock Exchange Inc."
"APC","ANADARKO PETROLEUM CORP","Equity","0.09","43.84","3,437,123.00","150,683,472.32","150,683,472.32","Energy","2032380","US0325111070","New York Stock Exchange Inc."
"ROK","ROCKWELL AUTOMATION INC","Equity","0.09","177.96","820,772.00","146,064,585.12","146,064,585.12","Industrials","2754060","US7739031091","New York Stock Exchange Inc."
"TDG","TRANSDIGM GROUP INC","Equity","0.09","433.48","333,271.00","144,466,313.08","144,466,313.08","Industrials","B11FJK3","US8936411003","New York Stock Exchange Inc."
"APTV","APTIV PLC","Equity","0.09","81.12","1,778,181.00","144,246,042.72","144,246,042.72","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"AMD","ADVANCED MICRO DEVICES INC","Equity","0.09","23.92","5,994,020.00","143,376,958.40","143,376,958.40","Information Technology","2007849","US0079031078","NASDAQ"
"SYF","SYNCHRONY FINANCIAL","Equity","0.09","31.78","4,506,947.00","143,230,775.66","143,230,775.66","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.09","89.00","1,606,539.00","142,981,971.00","142,981,971.00","Information Technology","2592174","US5950171042","NASDAQ"
"CXO","CONCHO RESOURCES INC","Equity","0.09","103.70","1,368,448.00","141,908,057.60","141,908,057.60","Energy","B1YWRK7","US20605P1012","New York Stock Exchange Inc."
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.09","134.56","1,053,557.00","141,766,629.92","141,766,629.92","Real Estate","2019479","US1011211018","New York Stock Exchange Inc."
"RCL","ROYAL CARIBBEAN CRUISES LTD","Equity","0.09","120.97","1,168,164.00","141,312,799.08","141,312,799.08","Consumer Discretionary","2754907","LR0008862868","New York Stock Exchange Inc."
"SWK","STANLEY BLACK & DECKER INC","Equity","0.09","137.54","1,026,912.00","141,241,476.48","141,241,476.48","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Equity","0.09","182.66","766,631.00","140,032,818.46","140,032,818.46","Real Estate","BZ6TS23","US78410G1040","NASDAQ"
"O","REALTY INCOME REIT CORP","Equity","0.09","69.56","2,011,416.00","139,914,096.96","139,914,096.96","Real Estate","2724193","US7561091049","New York Stock Exchange Inc."
"VRSK","VERISK ANALYTICS INC","Equity","0.09","124.53","1,122,373.00","139,769,109.69","139,769,109.69","Industrials","B4P9W92","US92345Y1064","NASDAQ"
"NTRS","NORTHERN TRUST CORP","Equity","0.09","92.69","1,504,507.00","139,452,753.83","139,452,753.83","Financials","2648668","US6658591044","NASDAQ"
"UAL","UNITED CONTINENTAL HOLDINGS INC","Equity","0.09","88.84","1,564,784.00","139,015,410.56","139,015,410.56","Industrials","B4QG225","US9100471096","NASDAQ"
"CLX","CLOROX","Equity","0.09","158.94","873,121.00","138,773,851.74","138,773,851.74","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"FLT","FLEETCOR TECHNOLOGIES INC","Equity","0.09","225.75","608,722.00","137,418,991.50","137,418,991.50","Information Technology","B4R28B3","US3390411052","New York Stock Exchange Inc."
"EIX","EDISON INTERNATIONAL","Equity","0.09","61.26","2,234,042.00","136,857,412.92","136,857,412.92","Utilities","2829515","US2810201077","New York Stock Exchange Inc."
"GPN","GLOBAL PAYMENTS INC","Equity","0.09","126.62","1,076,244.00","136,274,015.28","136,274,015.28","Information Technology","2712013","US37940X1028","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.08","40.05","3,314,441.00","132,743,362.05","132,743,362.05","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"HRS","HARRIS CORP","Equity","0.08","164.57","804,635.00","132,418,781.95","132,418,781.95","Industrials","2412001","US4138751056","New York Stock Exchange Inc."
"WY","WEYERHAEUSER REIT","Equity","0.08","25.74","5,096,035.00","131,171,940.90","131,171,940.90","Real Estate","2958936","US9621661043","New York Stock Exchange Inc."
"NUE","NUCOR CORP","Equity","0.08","61.06","2,136,498.00","130,454,567.88","130,454,567.88","Materials","2651086","US6703461052","New York Stock Exchange Inc."
"INFO","IHS MARKIT LTD","Equity","0.08","53.08","2,444,758.00","129,767,754.64","129,767,754.64","Industrials","BD0Q558","BMG475671050","NASDAQ"
"IP","INTERNATIONAL PAPER","Equity","0.08","46.75","2,763,064.00","129,173,242.00","129,173,242.00","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.08","176.00","731,553.00","128,753,328.00","128,753,328.00","Information Technology","2142922","US92343E1029","NASDAQ"
"FCX","FREEPORT MCMORAN INC","Equity","0.08","13.02","9,871,929.00","128,532,515.58","128,532,515.58","Materials","2352118","US35671D8570","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.08","57.23","2,245,960.00","128,536,290.80","128,536,290.80","Health Care","2185284","US1567821046","NASDAQ"
"NEM","NEWMONT MINING CORP","Equity","0.08","35.41","3,619,963.00","128,182,889.83","128,182,889.83","Materials","2636607","US6516391066","New York Stock Exchange Inc."
"TSN","TYSON FOODS INC CLASS A","Equity","0.08","63.06","2,029,166.00","127,959,207.96","127,959,207.96","Consumer Staples","2909730","US9024941034","New York Stock Exchange Inc."
"DXC","DXC TECHNOLOGY","Equity","0.08","66.11","1,926,335.00","127,350,006.85","127,350,006.85","Information Technology","BYXD7B3","US23355L1061","New York Stock Exchange Inc."
"ESS","ESSEX PROPERTY TRUST REIT INC","Equity","0.08","280.01","449,625.00","125,899,496.25","125,899,496.25","Real Estate","2316619","US2971781057","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.08","79.26","1,585,613.00","125,675,686.38","125,675,686.38","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"KEY","KEYCORP","Equity","0.08","17.70","7,047,479.00","124,740,378.30","124,740,378.30","Financials","2490911","US4932671088","New York Stock Exchange Inc."
"AMP","AMERIPRISE FINANCE INC","Equity","0.08","131.69","945,276.00","124,483,396.44","124,483,396.44","Financials","B0J7D57","US03076C1062","New York Stock Exchange Inc."
"BLL","BALL CORP","Equity","0.08","54.48","2,284,480.00","124,458,470.40","124,458,470.40","Materials","2073022","US0584981064","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.08","250.23","494,690.00","123,786,278.70","123,786,278.70","Health Care","2679204","US0162551016","NASDAQ"
"AWK","AMERICAN WATER WORKS INC","Equity","0.08","100.38","1,230,963.00","123,564,065.94","123,564,065.94","Utilities","B2R3PV1","US0304201033","New York Stock Exchange Inc."
"FAST","FASTENAL","Equity","0.08","62.45","1,974,796.00","123,326,010.20","123,326,010.20","Industrials","2332262","US3119001044","NASDAQ"
"FITB","FIFTH THIRD BANCORP","Equity","0.08","27.74","4,419,667.00","122,601,562.58","122,601,562.58","Financials","2336747","US3167731005","NASDAQ"
"WAT","WATER CORP","Equity","0.08","234.58","512,157.00","120,141,789.06","120,141,789.06","Health Care","2937689","US9418481035","New York Stock Exchange Inc."
"CTAS","CINTAS CORP","Equity","0.08","202.98","590,925.00","119,945,956.50","119,945,956.50","Industrials","2197137","US1729081059","NASDAQ"
"IDXX","IDEXX LABORATORIES INC","Equity","0.08","205.99","581,216.00","119,724,683.84","119,724,683.84","Health Care","2459202","US45168D1046","NASDAQ"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.07","48.83","2,438,554.00","119,074,591.82","119,074,591.82","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"AEE","AMEREN CORP","Equity","0.07","71.20","1,668,677.00","118,809,802.40","118,809,802.40","Utilities","2050832","US0236081024","New York Stock Exchange Inc."
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.07","37.23","3,183,733.00","118,530,379.59","118,530,379.59","Financials","BQRX1X3","US1746101054","New York Stock Exchange Inc."
"ULTA","ULTA BEAUTY INC","Equity","0.07","308.02","384,389.00","118,399,499.78","118,399,499.78","Consumer Discretionary","B28TS42","US90384S3031","NASDAQ"
"KLAC","KLA TENCOR CORP","Equity","0.07","112.99","1,037,524.00","117,229,836.76","117,229,836.76","Information Technology","2480138","US4824801009","NASDAQ"
"CBS","CBS CORP CLASS B","Equity","0.07","50.92","2,296,981.00","116,962,272.52","116,962,272.52","Communication","B0SRLH6","US1248572026","New York Stock Exchange Inc."
"RSG","REPUBLIC SERVICES INC","Equity","0.07","77.64","1,486,300.00","115,396,332.00","115,396,332.00","Industrials","2262530","US7607591002","New York Stock Exchange Inc."
"FRC","FIRST REPUBLIC BANK","Equity","0.07","103.29","1,114,723.00","115,139,738.67","115,139,738.67","Financials","B4WHY15","US33616C1009","New York Stock Exchange Inc."
"MTD","METTLER TOLEDO INC","Equity","0.07","674.21","170,285.00","114,807,849.85","114,807,849.85","Health Care","2126249","US5926881054","New York Stock Exchange Inc."
"OMC","OMNICOM GROUP INC","Equity","0.07","74.91","1,530,701.00","114,664,811.91","114,664,811.91","Communication","2279303","US6819191064","New York Stock Exchange Inc."
"LLL","L3 TECHNOLOGIES INC","Equity","0.07","211.97","540,313.00","114,530,146.61","114,530,146.61","Industrials","BYZGYC0","US5024131071","New York Stock Exchange Inc."
"RF","REGIONS FINANCIAL CORP","Equity","0.07","16.25","7,015,313.00","113,998,836.25","113,998,836.25","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"NTAP","NETAPP INC","Equity","0.07","65.44","1,717,017.00","112,361,592.48","112,361,592.48","Information Technology","2630643","US64110D1046","NASDAQ"
"ETR","ENTERGY CORP","Equity","0.07","91.19","1,232,178.00","112,362,311.82","112,362,311.82","Utilities","2317087","US29364G1031","New York Stock Exchange Inc."
"CHD","CHURCH AND DWIGHT INC","Equity","0.07","66.15","1,692,442.00","111,955,038.30","111,955,038.30","Consumer Staples","2195841","US1713401024","New York Stock Exchange Inc."
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.07","133.76","830,494.00","111,086,877.44","111,086,877.44","Consumer Staples","2550161","US5797802064","New York Stock Exchange Inc."
"CAH","CARDINAL HEALTH INC","Equity","0.07","54.75","2,020,465.00","110,620,458.75","110,620,458.75","Health Care","2175672","US14149Y1082","New York Stock Exchange Inc."
"GPC","GENUINE PARTS","Equity","0.07","109.90","1,002,941.00","110,223,215.90","110,223,215.90","Consumer Discretionary","2367480","US3724601055","New York Stock Exchange Inc."
"ABMD","ABIOMED INC","Equity","0.07","358.36","306,337.00","109,778,927.32","109,778,927.32","Health Care","2003698","US0036541003","NASDAQ"
"MYL","MYLAN NV","Equity","0.07","31.06","3,511,665.00","109,072,314.90","109,072,314.90","Health Care","BVFMFG8","NL0011031208","NASDAQ"
"CBRE","CBRE GROUP INC CLASS A","Equity","0.07","50.57","2,155,032.00","108,979,968.24","108,979,968.24","Real Estate","B6WVMH3","US12504L1098","New York Stock Exchange Inc."
"EVRG","EVERGY INC","Equity","0.07","59.87","1,795,860.00","107,518,138.20","107,518,138.20","Utilities","BFMXGR0","US30034W1062","New York Stock Exchange Inc."
"FANG","DIAMONDBACK ENERGY INC","Equity","0.07","102.14","1,051,282.00","107,377,943.48","107,377,943.48","Energy","B7Y8YR3","US25278X1090","NASDAQ"
"HSY","HERSHEY FOODS","Equity","0.07","111.20","961,044.00","106,868,092.80","106,868,092.80","Consumer Staples","2422806","US4278661081","New York Stock Exchange Inc."
"TSS","TOTAL SYSTEM SERVICES INC","Equity","0.07","93.24","1,144,814.00","106,742,457.36","106,742,457.36","Information Technology","2897697","US8919061098","New York Stock Exchange Inc."
"CNP","CENTERPOINT ENERGY INC","Equity","0.07","31.22","3,415,979.00","106,646,864.38","106,646,864.38","Utilities","2440637","US15189T1079","New York Stock Exchange Inc."
"CDNS","CADENCE DESIGN SYSTEMS INC","Equity","0.07","55.40","1,924,192.00","106,600,236.80","106,600,236.80","Information Technology","2302232","US1273871087","NASDAQ"
"SNPS","SYNOPSYS INC","Equity","0.07","101.47","1,026,811.00","104,190,512.17","104,190,512.17","Information Technology","2867719","US8716071076","NASDAQ"
"MSCI","MSCI INC","Equity","0.07","174.22","596,496.00","103,921,533.12","103,921,533.12","Financials","B2972D2","US55354G1004","New York Stock Exchange Inc."
"KEYS","KEYSIGHT TECHNOLOGIES INC","Equity","0.07","81.75","1,271,248.00","103,924,524.00","103,924,524.00","Information Technology","BQZJ0Q9","US49338L1035","New York Stock Exchange Inc."
"MXIM","MAXIM INTEGRATED PRODUCTS INC","Equity","0.06","55.26","1,864,180.00","103,014,586.80","103,014,586.80","Information Technology","2573760","US57772K1016","NASDAQ"
"CMS","CMS ENERGY CORP","Equity","0.06","53.41","1,925,164.00","102,823,009.24","102,823,009.24","Utilities","2219224","US1258961002","New York Stock Exchange Inc."
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.06","14.20","7,235,732.00","102,747,394.40","102,747,394.40","Financials","2445966","US4461501045","NASDAQ"
"EXPE","EXPEDIA GROUP INC","Equity","0.06","128.10","798,484.00","102,285,800.40","102,285,800.40","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"VMC","VULCAN MATERIALS","Equity","0.06","112.99","896,646.00","101,312,031.54","101,312,031.54","Materials","2931205","US9291601097","New York Stock Exchange Inc."
"LH","LABORATORY CORPORATION OF AMERICA","Equity","0.06","148.32","681,249.00","101,042,851.68","101,042,851.68","Health Care","2586122","US50540R4092","New York Stock Exchange Inc."
"HCP","HCP REIT INC","Equity","0.06","31.01","3,254,304.00","100,915,967.04","100,915,967.04","Real Estate","2417578","US40414L1098","New York Stock Exchange Inc."
"INCY","INCYTE CORP","Equity","0.06","83.33","1,209,149.00","100,758,386.17","100,758,386.17","Health Care","2471950","US45337C1027","NASDAQ"
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.06","601.19","167,538.00","100,722,170.22","100,722,170.22","Consumer Discretionary","B0X7DZ3","US1696561059","New York Stock Exchange Inc."
