,Date,Open,Close
0,2007-01-03,25.0,25.0
1,2007-01-04,25.0,26.0
2,2007-01-05,25.0,25.0
3,2007-01-08,25.0,25.0
4,2007-01-09,25.0,25.0
5,2007-01-10,25.0,25.0
6,2007-01-11,25.0,26.0
7,2007-01-12,25.0,26.0
8,2007-01-16,26.0,26.0
9,2007-01-17,26.0,26.0
10,2007-01-18,26.0,27.0
11,2007-01-19,27.0,27.0
12,2007-01-22,26.0,26.0
13,2007-01-23,26.0,26.0
14,2007-01-24,26.0,26.0
15,2007-01-25,26.0,27.0
16,2007-01-26,26.0,26.0
17,2007-01-29,26.0,26.0
18,2007-01-30,26.0,27.0
19,2007-01-31,27.0,27.0
20,2007-02-01,27.0,27.0
21,2007-02-02,27.0,27.0
22,2007-02-05,27.0,27.0
23,2007-02-06,27.0,27.0
24,2007-02-07,27.0,27.0
25,2007-02-08,27.0,27.0
26,2007-02-09,27.0,27.0
27,2007-02-12,27.0,27.0
28,2007-02-13,27.0,27.0
29,2007-02-14,27.0,27.0
30,2007-02-15,27.0,27.0
31,2007-02-16,27.0,27.0
32,2007-02-20,27.0,28.0
33,2007-02-21,28.0,27.0
34,2007-02-22,27.0,27.0
35,2007-02-23,27.0,27.0
36,2007-02-26,27.0,27.0
37,2007-02-27,27.0,27.0
38,2007-02-28,27.0,27.0
39,2007-03-01,27.0,27.0
40,2007-03-02,27.0,27.0
41,2007-03-05,26.0,26.0
42,2007-03-06,26.0,26.0
43,2007-03-07,26.0,27.0
44,2007-03-08,27.0,27.0
45,2007-03-09,27.0,27.0
46,2007-03-12,27.0,27.0
47,2007-03-13,27.0,27.0
48,2007-03-14,27.0,28.0
49,2007-03-15,27.0,28.0
50,2007-03-16,28.0,28.0
51,2007-03-19,28.0,28.0
52,2007-03-20,28.0,28.0
53,2007-03-21,28.0,28.0
54,2007-03-22,29.0,29.0
55,2007-03-23,29.0,29.0
56,2007-03-26,29.0,29.0
57,2007-03-27,29.0,29.0
58,2007-03-28,29.0,29.0
59,2007-03-29,29.0,29.0
60,2007-03-30,29.0,29.0
61,2007-04-02,29.0,29.0
62,2007-04-03,29.0,29.0
63,2007-04-04,29.0,29.0
64,2007-04-05,29.0,29.0
65,2007-04-09,29.0,30.0
66,2007-04-10,30.0,30.0
